"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000166147",5.19319732096946,4.88487750529914,2.52078378835561,0.000627107126662828,0.00823634919474237
"ENSG00000169679",5.19244306103332,4.88463760780389,2.5207689659194,0.000627369860173484,0.00823634919474237
"ENSG00000163032",32.0650753414599,-4.88232600210052,0.768688949049854,1.27684720871795e-10,1.98633013599688e-08
"ENSG00000287719",5.1921916410546,4.87855482146833,2.52425546469774,0.000642078715640391,0.00834963242757494
"ENSG00000157087",18.1512204797456,-4.87171075756412,1.03980738786921,1.86851987831552e-06,7.51186980293588e-05
"ENSG00000066279",5.19370016092689,4.87047305724972,2.52995477692898,0.000664463236920802,0.00856738544757704
"ENSG00000165795",31.8112075701535,-4.86947939326487,0.76947513953693,1.464442407578e-10,2.1832395559642e-08
"ENSG00000106772",17.9041896413143,-4.84003923331128,1.05230714700936,2.54153190019627e-06,9.7365652467421e-05
"ENSG00000164588",4.48895441171273,-4.83748056026096,2.60962163234747,0.000848176877369634,0.0102873792109442
"ENSG00000117115",4.48895441171273,-4.83748056026096,2.60962163234747,0.000848176877369634,0.0102873792109442
"ENSG00000133048",4.49351236696281,-4.83420210861764,2.61291148158709,0.000860901920363218,0.0104064428076338
"ENSG00000176406",4.48667543408768,-4.83144142987633,2.6129318822702,0.000865190315337375,0.01044064400768
"ENSG00000213719",12.9114165703313,4.82901960861847,1.36329738154548,0.000308816383551559,0.0047320985882119
"ENSG00000163531",11.0512806098706,-4.82626695046329,1.3704834559572,0.000319953455903081,0.00489227976590267
"ENSG00000154118",4.49579134458785,-4.82455432015762,2.61977196346748,0.000892139769126883,0.010693722257742
"ENSG00000108231",4.49579134458785,-4.82455432015762,2.61977196346748,0.000892139769126883,0.010693722257742
"ENSG00000145362",30.7410410219267,-4.8153435480573,0.772024209543395,2.50993842480035e-10,3.59222387357426e-08
"ENSG00000157456",4.96704540008829,4.77519170910422,2.5249115290236,0.000776160440261307,0.00965948540958246
"ENSG00000198826",4.96704540008829,4.77519170910422,2.5249115290236,0.000776160440261307,0.00965948540958246
"ENSG00000139626",4.96704540008829,4.77519170910422,2.5249115290236,0.000776160440261307,0.00965948540958246
"ENSG00000170476",4.96704540008829,4.77519170910422,2.5249115290236,0.000776160440261307,0.00965948540958246
"ENSG00000064961",4.967296820067,4.77371000135186,2.52593818236116,0.000780720687057845,0.00966580836779574
"ENSG00000171940",4.967296820067,4.77371000135186,2.52593818236116,0.000780720687057845,0.00966580836779574
"ENSG00000108821",4.967296820067,4.77371000135186,2.52593818236116,0.000780720687057845,0.00966580836779574
"ENSG00000147872",4.96754824004572,4.76875877547629,2.52887054213905,0.00079473584768704,0.0098053960793939
"ENSG00000134363",4.96779966002443,4.76082092686607,2.53416681906097,0.000819232500302129,0.0100289403006007
"ENSG00000172020",10.5301226214862,-4.737751918605,1.37787261945489,0.000401286993783229,0.00588444616293604
"ENSG00000046653",41.7800557847899,-4.73528491183242,0.647547278212278,1.2698543613138e-13,4.13048991343708e-11
"ENSG00000081189",16.5528075902806,-4.71546173423793,1.05210502639428,4.22087715749572e-06,0.000145915927241736
"ENSG00000079215",34.6780883572685,-4.69859996383669,0.703130002700062,1.16227648544079e-11,2.37635729423265e-09
"ENSG00000136237",10.2671389396796,-4.69062090282218,1.38252751941476,0.000452806478494618,0.00650659269097889
"ENSG00000128872",16.2946332837028,-4.68904862002828,1.05338435536638,4.77003827258997e-06,0.000162672434530702
"ENSG00000154917",16.289823908474,-4.68882838737622,1.05333953448936,4.77378580931349e-06,0.000162672434530702
"ENSG00000006283",4.22597072990611,-4.66835631702533,2.62668920757544,0.00116689576863794,0.0134899937324282
"ENSG00000107317",4.22597072990611,-4.66835631702533,2.62668920757544,0.00116689576863794,0.0134899937324282
"ENSG00000187391",4.22597072990611,-4.66835631702533,2.62668920757544,0.00116689576863794,0.0134899937324282
"ENSG00000078295",4.22597072990611,-4.66835631702533,2.62668920757544,0.00116689576863794,0.0134899937324282
"ENSG00000111262",4.22824970753116,-4.66631858003453,2.62866308242071,0.00117617673360938,0.0135099850813944
"ENSG00000176485",4.22824970753116,-4.66631858003453,2.62866308242071,0.00117617673360938,0.0135099850813944
"ENSG00000107105",4.22824970753116,-4.66631858003453,2.62866308242071,0.00117617673360938,0.0135099850813944
"ENSG00000150471",4.22824970753116,-4.66631858003453,2.62866308242071,0.00117617673360938,0.0135099850813944
"ENSG00000166963",33.8914162894738,-4.66167372628746,0.705785147308401,1.88912002017969e-11,3.5575112801068e-09
"ENSG00000164929",4.2305286851562,-4.65800113173848,2.63476687662632,0.00120904973385717,0.0138653203453235
"ENSG00000135549",4.22141277465603,-4.65378510480708,2.63495618424913,0.00121790278122339,0.0139444996838953
"ENSG00000137693",4.74164773914325,4.6491732070428,2.53593873533052,0.000996279408212958,0.0118485023857692
"ENSG00000013588",4.74089347920711,4.64888992394545,2.53593226075509,0.000996757746818478,0.0118485023857692
"ENSG00000163536",9.99934588264416,-4.64313713486879,1.38528757683258,0.000506668319716004,0.00697158884325908
"ENSG00000092096",9.99731832499783,-4.64275843319817,1.38525728112021,0.000506916648383094,0.00697158884325908
"ENSG00000177380",4.23280766278124,-4.64270518341685,2.64550559458336,0.00126925192101164,0.0142726264376091
"ENSG00000107518",4.23280766278124,-4.64270518341685,2.64550559458336,0.00126925192101164,0.0142726264376091
"ENSG00000161681",4.21913379703099,-4.63626974555513,2.64583592171923,0.00128329630030011,0.0143938374999178
"ENSG00000130558",15.7729724553609,-4.63558326375029,1.05487837443962,6.01702939472543e-06,0.000196611243601165
"ENSG00000219438",4.21685481940595,-4.61013831670739,2.66247421128824,0.00138501363127904,0.0152949962120876
"ENSG00000055163",15.5120163312006,-4.60468139668517,1.06008131544924,7.24195210888418e-06,0.000228535043992263
"ENSG00000081803",9.7388925984413,-4.59221878940172,1.39138510022906,0.000576943917047879,0.00771702929045724
"ENSG00000164124",9.72977668794114,-4.59115696866627,1.39127919451513,0.00057808354385152,0.00771771267796164
"ENSG00000109956",9.74117157606634,-4.59048622213832,1.39344597915611,0.000583246356295397,0.00775782699934918
"ENSG00000127585",14.9769330570872,-4.54571886988306,1.06335365111606,9.45907682401508e-06,0.000291763593761431
"ENSG00000088899",9.48046687188477,-4.53430685868933,1.40351580486837,0.00067859685372429,0.00868701088595889
"ENSG00000089685",4.51549581826208,4.52043330628326,2.54500773502839,0.00125731646195149,0.0142726264376091
"ENSG00000198730",4.51549581826208,4.52043330628326,2.54500773502839,0.00125731646195149,0.0142726264376091
"ENSG00000156299",14.7119218176343,-4.51671488582675,1.0634926618408,1.05829218879019e-05,0.000319541725864246
"ENSG00000124406",14.7076152823629,-4.51306783023806,1.06748130668418,1.122377042788e-05,0.000335054377680436
"ENSG00000178202",4.51499297830465,4.51172631951087,2.55041116682527,0.00129158124708932,0.0144414928190175
"ENSG00000081059",4.51499297830465,4.51172631951087,2.55041116682527,0.00129158124708932,0.0144414928190175
"ENSG00000091129",19.9638875620092,-4.50432614411414,0.895066633730656,2.19608900068495e-07,1.29074040601888e-05
"ENSG00000136235",10.6511544614131,4.50175613785657,1.36613363610553,0.000640329395792934,0.00834644290763977
"ENSG00000003436",4.51625007819822,4.50143452777487,2.55751251053798,0.00133498013393687,0.0148340339106401
"ENSG00000150672",9.208367279578,-4.48838131168828,1.40016800178358,0.000737593028164169,0.00930902241541939
"ENSG00000186310",9.19672097147407,-4.48013964701774,1.40700306190529,0.00076723410331548,0.00963215305846593
"ENSG00000112320",3.9629870480995,-4.47451015891694,2.65330678670886,0.00164717385923725,0.0174728067090777
"ENSG00000198944",3.9629870480995,-4.47451015891694,2.65330678670886,0.00164717385923725,0.0174728067090777
"ENSG00000158445",3.96070807047446,-4.47329719563648,2.653409323721,0.00165048957201177,0.0174728067090777
"ENSG00000161509",3.96070807047446,-4.47329719563648,2.653409323721,0.00165048957201177,0.0174728067090777
"ENSG00000186462",3.96070807047446,-4.47329719563648,2.653409323721,0.00165048957201177,0.0174728067090777
"ENSG00000215218",3.96070807047446,-4.47329719563648,2.653409323721,0.00165048957201177,0.0174728067090777
"ENSG00000155265",3.96526602572454,-4.4681094359062,2.65824124331596,0.00167826205339335,0.0176094475866317
"ENSG00000143858",3.96526602572454,-4.4681094359062,2.65824124331596,0.00167826205339335,0.0176094475866317
"ENSG00000118473",3.96526602572454,-4.4681094359062,2.65824124331596,0.00167826205339335,0.0176094475866317
"ENSG00000066032",3.95842909284942,-4.46438299457678,2.65860040876306,0.00168870268099324,0.0176930547367315
"ENSG00000167371",3.96754500334959,-4.45344202611991,2.66877528367397,0.00174789275211244,0.0181274210639371
"ENSG00000169783",3.96754500334959,-4.45344202611991,2.66877528367397,0.00174789275211244,0.0181274210639371
"ENSG00000073910",3.96754500334959,-4.45344202611991,2.66877528367397,0.00174789275211244,0.0181274210639371
"ENSG00000109158",3.95615011522438,-4.44717597952985,2.6692989798544,0.0017656448444531,0.0182586047787665
"ENSG00000159164",14.1725320082495,-4.44393791433865,1.07876698003697,1.64392548184551e-05,0.000459528544847128
"ENSG00000157064",8.94285320016763,-4.4335204325602,1.40527404816505,0.00083840566687906,0.0102208363751049
"ENSG00000008735",8.94513217779267,-4.43283497589591,1.40627461733309,0.000842178036488233,0.0102493639950847
"ENSG00000168843",3.96982398097463,-4.42874893123262,2.6859733566829,0.00186597034742377,0.0191576525196048
"ENSG00000162992",3.95387113759934,-4.41985876649692,2.68686593888518,0.00189249623936053,0.0193743964075307
"ENSG00000187957",13.666824023283,-4.38545408468489,1.07742314451851,2.00774597691756e-05,0.000536098142194853
"ENSG00000120889",4.28984673733833,4.37376679748949,2.56134477843831,0.00163179826826819,0.0174728067090777
"ENSG00000112414",4.28984673733833,4.37376679748949,2.56134477843831,0.00163179826826819,0.0174728067090777
"ENSG00000115457",4.28959531735962,4.37365078350196,2.56134825620485,0.00163210275472943,0.0174728067090777
"ENSG00000105696",8.67328400546461,-4.37334771849501,1.41298101964251,0.000967872831838298,0.0115434966410581
"ENSG00000094804",4.29009815731705,4.36894642762195,2.5645862892292,0.00165454476249886,0.0174728067090777
"ENSG00000144354",4.2893438973809,4.36859695447798,2.56459746255686,0.00165547274297857,0.0174728067090777
"ENSG00000118513",5.42010350178678,4.3448574032057,2.97710066717107,0.00307731162196338,0.0280168472859668
"ENSG00000130226",8.41257930128304,-4.31623597700709,1.41728128015527,0.00109630948462129,0.0128914830772832
"ENSG00000167281",8.40321197080416,-4.30327578580692,1.4286423794531,0.00116121016717304,0.0134899937324282
"ENSG00000172348",12.8619201344879,-4.28224209634096,1.08302512774358,3.07534774309413e-05,0.000769482113621735
"ENSG00000102924",8.14934419949771,-4.25468380910033,1.42382153416317,0.00125757908345446,0.0142726264376091
"ENSG00000073670",3.69772438866785,-4.24935079956519,2.69201609307369,0.00237480477124729,0.0229377218072005
"ENSG00000117600",3.69772438866785,-4.24935079956519,2.69201609307369,0.00237480477124729,0.0229377218072005
"ENSG00000130287",3.70000336629289,-4.24595833267251,2.69507838600664,0.00239582814157113,0.0229377218072005
"ENSG00000184545",3.70000336629289,-4.24595833267251,2.69507838600664,0.00239582814157113,0.0229377218072005
"ENSG00000184408",3.70000336629289,-4.24595833267251,2.69507838600664,0.00239582814157113,0.0229377218072005
"ENSG00000118432",3.70000336629289,-4.24595833267251,2.69507838600664,0.00239582814157113,0.0229377218072005
"ENSG00000204314",3.70000336629289,-4.24595833267251,2.69507838600664,0.00239582814157113,0.0229377218072005
"ENSG00000178568",3.70000336629289,-4.24595833267251,2.69507838600664,0.00239582814157113,0.0229377218072005
"ENSG00000197872",3.70000336629289,-4.24595833267251,2.69507838600664,0.00239582814157113,0.0229377218072005
"ENSG00000168502",8.14022828899754,-4.24311765548519,1.43352029051873,0.0013196244262637,0.0147320318164478
"ENSG00000105613",3.69544541104281,-4.24302346326592,2.69548938582179,0.00240660974719459,0.0229377218072005
"ENSG00000091622",3.69544541104281,-4.24302346326592,2.69548938582179,0.00240660974719459,0.0229377218072005
"ENSG00000083067",3.69544541104281,-4.24302346326592,2.69548938582179,0.00240660974719459,0.0229377218072005
"ENSG00000013293",3.69544541104281,-4.24302346326592,2.69548938582179,0.00240660974719459,0.0229377218072005
"ENSG00000141576",3.70228234391793,-4.23249519657445,2.7049427121864,0.00247208781553677,0.0233998153544724
"ENSG00000140538",3.70228234391793,-4.23249519657445,2.7049427121864,0.00247208781553677,0.0233998153544724
"ENSG00000103316",3.69316643341777,-4.22654049390007,2.70581170938801,0.00249443196865726,0.0235490173716509
"ENSG00000169946",3.69316643341777,-4.22654049390007,2.70581170938801,0.00249443196865726,0.0235490173716509
"ENSG00000154277",16.7809870688081,-4.21229830986943,0.916641126078299,1.54013818060894e-06,6.40099194438831e-05
"ENSG00000172379",12.3405107261247,-4.20833050921564,1.08991420888233,4.24560171585815e-05,0.0009896262501199
"ENSG00000117152",12.3405107261247,-4.20833050921564,1.08991420888233,4.24560171585815e-05,0.0009896262501199
"ENSG00000175063",4.06419765641458,4.20770311146452,2.58479688336214,0.00215573922133574,0.0215152996762602
"ENSG00000103222",4.06419765641458,4.20770311146452,2.58479688336214,0.00215573922133574,0.0215152996762602
"ENSG00000133401",3.70456132154297,-4.20714560109249,2.72293218165276,0.00261554745525469,0.0245306128306718
"ENSG00000067840",12.3430411237285,-4.20446710972908,1.0945629851095,4.48570772915164e-05,0.00103882603591615
"ENSG00000126561",4.0644490763933,4.19895937792825,2.59062974167051,0.00220355286246451,0.0218580224283903
"ENSG00000146670",4.0644490763933,4.19895937792825,2.59062974167051,0.00220355286246451,0.0218580224283903
"ENSG00000134697",4.0644490763933,4.19895937792825,2.59062974167051,0.00220355286246451,0.0218580224283903
"ENSG00000134602",4.06344339647844,4.19842623945745,2.59066754705065,0.00220535106110925,0.0218580224283903
"ENSG00000103184",3.69088745579273,-4.19808333300964,2.724300403413,0.00265063942323761,0.0247300856749522
"ENSG00000131242",7.8863605176911,-4.19000098978008,1.4311711433081,0.00144925070724947,0.0158575505521059
"ENSG00000144369",7.8863605176911,-4.19000098978008,1.4311711433081,0.00144925070724947,0.0158575505521059
"ENSG00000007237",29.619497888142,-4.18988955745114,0.671188324293326,1.41694352529893e-10,2.15737188660407e-08
"ENSG00000181409",7.88205398241973,-4.18778924773829,1.43241100460792,0.00145962286546998,0.0159466583592415
"ENSG00000160307",7.87977500479469,-4.18468193419735,1.43499763766919,0.0014778911605409,0.0160970915446434
"ENSG00000174469",7.89319745056622,-4.1827191984238,1.43912154908838,0.00149895459381549,0.0162769636924789
"ENSG00000214548",29.0796052387999,-4.16045965408657,0.672631588285058,2.00238725555969e-10,2.92430269403778e-08
"ENSG00000021826",13.623435634177,4.13316041480234,1.06865519593485,4.61165428798923e-05,0.0010611253403489
"ENSG00000150995",15.9986215362847,-4.1317763014411,0.921335937277152,2.47554783066742e-06,9.62772841100873e-05
"ENSG00000164176",11.8122643848865,-4.1298494518718,1.09737750253404,5.92227906514275e-05,0.00130145274062916
"ENSG00000152977",11.8054274520113,-4.12923785405656,1.09728604689717,5.93057584777376e-05,0.00130145274062916
"ENSG00000186111",7.62590723348824,-4.11990543103055,1.4415979320981,0.00169294511011102,0.0177115719414539
"ENSG00000147588",7.62818621111329,-4.11645723365076,1.44517414689357,0.00171821734392915,0.0179497274644628
"ENSG00000074317",7.612233367738,-4.10842857208968,1.45010372192553,0.0017643715545813,0.0182586047787665
"ENSG00000171130",7.60970297013424,-4.10094994725107,1.45682551689627,0.0018171552630513,0.0187101626797052
"ENSG00000156298",19.6612903016947,-4.08681003869386,0.815131693034383,1.68941860724662e-07,1.08763348362878e-05
"ENSG00000148798",15.46378968215,-4.0729291810374,0.926655037268934,3.57551671037965e-06,0.000128574862208426
"ENSG00000164692",13.1691042347683,4.07164868959057,1.07660808703476,6.14347704328244e-05,0.00132817890397973
"ENSG00000180354",47.6313668337386,-4.06842499993989,0.514586075870663,7.42480612719494e-16,2.87530754704038e-13
"ENSG00000102181",7.36520252930667,-4.04231884112138,1.45669403646722,0.00201611709210967,0.0203488489578798
"ENSG00000163430",17.5015977881758,4.03647803073465,0.906380775566738,3.11209352819888e-06,0.000114205852757903
"ENSG00000137267",7.36748150693172,-4.03571721972375,1.46312664101692,0.00206882406311466,0.0208220886014747
"ENSG00000161638",3.83829715551212,4.02411268470413,2.6142171402835,0.00286174160586297,0.0262941937346904
"ENSG00000145386",3.83829715551212,4.02411268470413,2.6142171402835,0.00286174160586297,0.0262941937346904
"ENSG00000184445",3.83804573553341,4.02395972411804,2.61423391686539,0.00286237799319786,0.0262941937346904
"ENSG00000163918",3.83804573553341,4.02395972411804,2.61423391686539,0.00286237799319786,0.0262941937346904
"ENSG00000141526",3.83779431555469,4.01658642194165,2.61903078919853,0.0029079600155292,0.0266445094380627
"ENSG00000142945",3.83779431555469,4.01658642194165,2.61903078919853,0.0029079600155292,0.0266445094380627
"ENSG00000185559",3.83879999546955,4.00240002835128,2.62880092376324,0.00299831739375963,0.0274372880687262
"ENSG00000154096",11.0096394737164,-4.00022953009021,1.11251637524499,0.000102408393293765,0.00200227995194039
"ENSG00000131089",11.0116670313627,-3.99835055319238,1.11499685999234,0.000105047053873482,0.0020482744346557
"ENSG00000134419",8.16497565377589,3.99548883749947,1.41394906137603,0.00199847263568934,0.0201992516680691
"ENSG00000198208",3.43474070686124,-3.97865863996711,2.7533964706918,0.0035199715875198,0.0306810790433013
"ENSG00000107282",3.43474070686124,-3.97865863996711,2.7533964706918,0.0035199715875198,0.0306810790433013
"ENSG00000135924",7.09285151702118,-3.97712433299891,1.45636819259392,0.00226230187597212,0.022298942457929
"ENSG00000103723",3.4324617292362,-3.97686282982164,2.75375458076834,0.0035285813377078,0.0306810790433013
"ENSG00000152578",3.4324617292362,-3.97686282982164,2.75375458076834,0.0035285813377078,0.0306810790433013
"ENSG00000107147",3.4324617292362,-3.97686282982164,2.75375458076834,0.0035285813377078,0.0306810790433013
"ENSG00000261678",3.4324617292362,-3.97686282982164,2.75375458076834,0.0035285813377078,0.0306810790433013
"ENSG00000164794",3.4324617292362,-3.97686282982164,2.75375458076834,0.0035285813377078,0.0306810790433013
"ENSG00000187094",3.4324617292362,-3.97686282982164,2.75375458076834,0.0035285813377078,0.0306810790433013
"ENSG00000133083",14.6674988638976,-3.97573989421764,0.941735525196597,7.04941092248536e-06,0.000225203502505827
"ENSG00000086289",7.09740947227127,-3.97431151167301,1.45971629810711,0.0022894855001108,0.0225358435196601
"ENSG00000129159",7.08626600412477,-3.96753120898967,1.46383022020233,0.00233664513719334,0.0228429407127808
"ENSG00000118160",3.43701968448628,-3.96732697454593,2.76210717009414,0.00359568761482824,0.0308635290544762
"ENSG00000129538",3.43701968448628,-3.96732697454593,2.76210717009414,0.00359568761482824,0.0308635290544762
"ENSG00000124313",3.43701968448628,-3.96732697454593,2.76210717009414,0.00359568761482824,0.0308635290544762
"ENSG00000173210",3.43701968448628,-3.96732697454593,2.76210717009414,0.00359568761482824,0.0308635290544762
"ENSG00000169282",3.43701968448628,-3.96732697454593,2.76210717009414,0.00359568761482824,0.0308635290544762
"ENSG00000116544",3.43701968448628,-3.96732697454593,2.76210717009414,0.00359568761482824,0.0308635290544762
"ENSG00000184226",7.10221884750006,-3.96340201674612,1.47000662297474,0.00238172497597371,0.0229377218072005
"ENSG00000169744",3.43018275161116,-3.96187643066529,2.76322171601737,0.00362214466469082,0.0310048650963247
"ENSG00000132849",3.43018275161116,-3.96187643066529,2.76322171601737,0.00362214466469082,0.0310048650963247
"ENSG00000156970",3.83704005561855,3.94317604221752,2.66799492018821,0.00337730117473563,0.0298369965511212
"ENSG00000126583",3.43929866211132,-3.94156576873524,2.78093211037836,0.00376547600718149,0.0317756442304136
"ENSG00000163285",3.43929866211132,-3.94156576873524,2.78093211037836,0.00376547600718149,0.0317756442304136
"ENSG00000171532",3.42790377398611,-3.93198069415818,2.78312972899084,0.00381359770172892,0.0318809639644534
"ENSG00000102452",3.42790377398611,-3.93198069415818,2.78312972899084,0.00381359770172892,0.0318809639644534
"ENSG00000166111",3.42790377398611,-3.93198069415818,2.78312972899084,0.00381359770172892,0.0318809639644534
"ENSG00000136750",3.42790377398611,-3.93198069415818,2.78312972899084,0.00381359770172892,0.0318809639644534
"ENSG00000110675",3.42790377398611,-3.93198069415818,2.78312972899084,0.00381359770172892,0.0318809639644534
"ENSG00000113595",3.42790377398611,-3.93198069415818,2.78312972899084,0.00381359770172892,0.0318809639644534
"ENSG00000181790",4.50034929983793,-3.92862385268365,3.32052209275718,0.00524890286498733,0.0405892450014548
"ENSG00000133636",7.94311407034947,3.9172120478509,1.4389617794869,0.00242445732944115,0.0230403939568139
"ENSG00000088538",6.83011925519328,-3.89850426649644,1.46672731662999,0.00264730304878021,0.0247300856749522
"ENSG00000058866",3.44157763973636,-3.89659757193577,2.81359960248962,0.00406370557088085,0.0331583546923869
"ENSG00000151276",3.44157763973636,-3.89659757193577,2.81359960248962,0.00406370557088085,0.0331583546923869
"ENSG00000115266",6.8255612999432,-3.89567078269171,1.46849631863983,0.00266962818072063,0.0248424697805421
"ENSG00000105270",13.8808267961028,-3.88018799314558,0.948519361119494,1.18302580776804e-05,0.000345540109403595
"ENSG00000123131",7.7152022096173,3.87551065516603,1.42921798941393,0.00255620082113261,0.0240370211248685
"ENSG00000164104",15.9162391665659,3.87183503477547,0.922227863151743,8.68409095174282e-06,0.00026901885216741
"ENSG00000054793",17.2784843220599,-3.86825733692158,0.83118969947461,8.92775271059238e-07,4.23092704615888e-05
"ENSG00000100219",11.5905825460336,3.84133605525832,1.09579643279967,0.000152053243660667,0.00270669903391974
"ENSG00000131711",72.3810915727524,-3.836559851095,0.399845977206431,1.91224287291398e-22,9.12267333238161e-20
"ENSG00000166313",6.56485659576163,-3.81559905431587,1.4776842328794,0.00310864686631911,0.0281588316144045
"ENSG00000074211",6.56485659576163,-3.81559905431587,1.4776842328794,0.00310864686631911,0.0281588316144045
"ENSG00000126217",9.96454167936505,-3.81516005151508,1.13157870018206,0.000207864853981027,0.0034754226520753
"ENSG00000185818",6.56713557338667,-3.81492703786911,1.4786831004683,0.0031175926321758,0.0281755389840267
"ENSG00000149557",13.3505528972182,-3.81485209611464,0.950287671665279,1.60465287960452e-05,0.000453869407369564
"ENSG00000064787",13.3619477853434,-3.8145602386073,0.951883080623638,1.63979024208828e-05,0.000459528544847128
"ENSG00000108309",6.56257761813659,-3.81404265535401,1.47865603352752,0.00312230329993476,0.0281755389840267
"ENSG00000172995",6.56004722053283,-3.81041341623262,1.48163261539112,0.00315896031011325,0.0283277192721434
"ENSG00000099204",26.9204207824425,-3.80977074287332,0.650034048818414,1.15243078390565e-09,1.33012817574659e-07
"ENSG00000086062",3.61239665460966,3.80667871732742,2.65493902803215,0.00388018401445044,0.0322601099934426
"ENSG00000115919",3.61264807458838,3.80240751817689,2.65798367725695,0.00391102007585931,0.0322601099934426
"ENSG00000142227",3.61214523463095,3.80206364842906,2.65803265564799,0.00391292182900512,0.0322601099934426
"ENSG00000115648",3.61214523463095,3.80206364842906,2.65803265564799,0.00391292182900512,0.0322601099934426
"ENSG00000143476",3.61214523463095,3.80206364842906,2.65803265564799,0.00391292182900512,0.0322601099934426
"ENSG00000117399",3.61214523463095,3.80206364842906,2.65803265564799,0.00391292182900512,0.0322601099934426
"ENSG00000112139",6.5739725062618,-3.79882932387179,1.49407685470303,0.00328903400255658,0.0292376736922918
"ENSG00000054523",23.2959917967007,-3.78995285472591,0.704082255158775,1.77805683325249e-08,1.57083638256232e-06
"ENSG00000117650",3.61289949456709,3.78900276225546,2.66735437658384,0.00400760322248767,0.0328072574466255
"ENSG00000131914",3.61289949456709,3.78900276225546,2.66735437658384,0.00400760322248767,0.0328072574466255
"ENSG00000213553",3.61189381465223,3.7883068818812,2.66745715246001,0.00401150786274417,0.0328072574466255
"ENSG00000227051",12.8405383769803,-3.73541894876478,0.967954131336557,2.78207277496279e-05,0.000701580477262283
"ENSG00000176595",6.30187291395502,-3.72742155793069,1.49039758620543,0.00367223253222819,0.0313585871129176
"ENSG00000124374",6.30187291395502,-3.72742155793069,1.49039758620543,0.00367223253222819,0.0313585871129176
"ENSG00000162337",3.6113909746948,3.72579910924915,2.7100734921486,0.00445695648905452,0.0357957133958184
"ENSG00000181418",6.30415189158006,-3.72537846226905,1.49258644734129,0.00369738331241743,0.0314981696468181
"ENSG00000114279",6.29731495870494,-3.72396321753644,1.49256026359696,0.00370618485782851,0.0314981696468181
"ENSG00000182013",6.30617944922639,-3.7209476745344,1.49702769093204,0.00375156737679887,0.031733116014625
"ENSG00000101265",6.30870984683015,-3.7133247991437,1.50385081163624,0.00383784392439784,0.0320088707727168
"ENSG00000115414",88.034374782145,3.69135415699938,0.367559729633925,2.43214707555228e-24,1.33880342097324e-21
"ENSG00000166165",30.8345616425879,-3.66065806491637,0.590550807530448,1.27121116781125e-10,1.98633013599688e-08
"ENSG00000183049",9.16647472344505,-3.65770469452505,1.14851736536361,0.00036483379090656,0.00545548071656828
"ENSG00000156011",30.5528432998235,-3.64965584015966,0.584545075133777,9.93266106502738e-11,1.61541187684854e-08
"ENSG00000006116",3.16947804742959,-3.64464962758518,2.84785766013747,0.0053129519019789,0.0405892450014548
"ENSG00000118946",3.16947804742959,-3.64464962758518,2.84785766013747,0.0053129519019789,0.0405892450014548
"ENSG00000077264",3.16947804742959,-3.64464962758518,2.84785766013747,0.0053129519019789,0.0405892450014548
"ENSG00000135298",3.16947804742959,-3.64464962758518,2.84785766013747,0.0053129519019789,0.0405892450014548
"ENSG00000143870",10.4610638437047,3.64290820001715,1.1238755576468,0.00033508631443235,0.00510186737463383
"ENSG00000196090",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000206052",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000177098",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000162105",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000170873",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000106617",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000183023",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000177614",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000159409",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000178965",3.17175702505463,-3.63783476384409,2.85382214278503,0.00536544444449241,0.0405892450014548
"ENSG00000198825",15.1639742394179,-3.6347537338422,0.859035214307114,5.3263362663311e-06,0.000178108702438623
"ENSG00000182667",6.03661025452337,-3.6335984932965,1.50405907853297,0.00435634818639557,0.0352248899681884
"ENSG00000105143",3.16719906980454,-3.633147089933,2.85514161156477,0.00539412688602341,0.0405892450014548
"ENSG00000152137",3.16719906980454,-3.633147089933,2.85514161156477,0.00539412688602341,0.0405892450014548
"ENSG00000128594",3.16719906980454,-3.633147089933,2.85514161156477,0.00539412688602341,0.0405892450014548
"ENSG00000233705",3.16719906980454,-3.633147089933,2.85514161156477,0.00539412688602341,0.0405892450014548
"ENSG00000077080",3.16719906980454,-3.633147089933,2.85514161156477,0.00539412688602341,0.0405892450014548
"ENSG00000077522",3.16719906980454,-3.633147089933,2.85514161156477,0.00539412688602341,0.0405892450014548
"ENSG00000171680",3.16719906980454,-3.633147089933,2.85514161156477,0.00539412688602341,0.0405892450014548
"ENSG00000163590",6.03407985691961,-3.63189488949522,1.50526664954071,0.00437718512595733,0.0353534274958811
